order_id,order_date,customer_id,category,product,unit_price,quantity,discount_pct,total_amount,payment_method,status,year,month,month_name,quarter,day_of_week,is_weekend
ORD-000020,2024-01-01,CUST-1766,Electronics,USB Cable,22386.75,3,15,57086.21,UPI,Cancelled,2024,1,January,1,Monday,False
ORD-000021,2024-01-01,CUST-0357,Clothing,Jeans,3188.42,1,0,3188.42,UPI,Delivered,2024,1,January,1,Monday,False
ORD-000022,2024-01-01,CUST-0812,Sports,Running Shoes,6597.68,2,0,13195.36,UPI,Delivered,2024,1,January,1,Monday,False
ORD-000023,2024-01-01,CUST-0544,Sports,Cycling Helmet,3669.4,3,25,8256.15,UPI,Returned,2024,1,January,1,Monday,False
ORD-000024,2024-01-01,CUST-1274,Home & Kitchen,Bedsheet,1702.75,1,0,1702.75,UPI,Delivered,2024,1,January,1,Monday,False
ORD-000025,2024-01-01,CUST-0254,Clothing,Shoes,2754.98,2,0,5509.96,UPI,Delivered,2024,1,January,1,Monday,False
ORD-000026,2024-01-01,CUST-1795,Clothing,Sweater,4254.31,1,0,4254.31,UPI,Delivered,2024,1,January,1,Monday,False
ORD-000027,2024-01-01,CUST-1206,Electronics,Headphones,22674.43,5,15,96366.33,Net Banking,Delivered,2024,1,January,1,Monday,False
ORD-000028,2024-01-01,CUST-1876,Electronics,Laptop,26247.74,2,10,47245.93,Cash on Delivery,Cancelled,2024,1,January,1,Monday,False
ORD-000029,2024-01-01,CUST-1998,Clothing,Socks,3866.95,2,20,6187.12,UPI,Delivered,2024,1,January,1,Monday,False
ORD-000030,2024-01-01,CUST-0988,Books,Cookbook,1239.8,2,5,2355.62,Credit Card,Delivered,2024,1,January,1,Monday,False
ORD-000031,2024-01-01,CUST-1190,Electronics,Headphones,48636.66,3,0,145909.98,Net Banking,Cancelled,2024,1,January,1,Monday,False
ORD-000032,2024-01-01,CUST-0004,Sports,Yoga Mat,1707.37,2,0,3414.74,Cash on Delivery,Delivered,2024,1,January,1,Monday,False
ORD-000033,2024-01-01,CUST-1487,Electronics,Headphones,33019.01,2,0,66038.02,UPI,Delivered,2024,1,January,1,Monday,False
ORD-000034,2024-01-01,CUST-0145,Home & Kitchen,Storage Box,1148.81,5,0,5744.05,Cash on Delivery,Delivered,2024,1,January,1,Monday,False
ORD-000035,2024-01-02,CUST-0165,Books,Fiction Novel,101.3,1,25,75.97,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000036,2024-01-02,CUST-0344,Electronics,Bluetooth Speaker,60692.51,1,25,45519.38,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000037,2024-01-02,CUST-1898,Clothing,Sweater,690.18,6,25,3105.81,Wallet,Delivered,2024,1,January,1,Tuesday,False
ORD-000038,2024-01-02,CUST-1129,Electronics,Tablet,16649.87,2,0,33299.74,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000039,2024-01-02,CUST-1572,Sports,Skipping Rope,1872.0,2,0,3744.0,UPI,Returned,2024,1,January,1,Tuesday,False
ORD-000040,2024-01-02,CUST-1338,Clothing,Shoes,3501.7,2,5,6653.23,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000041,2024-01-02,CUST-1193,Electronics,Smartphone,55970.29,3,15,142724.24,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000042,2024-01-02,CUST-0520,Books,Cookbook,559.7,3,20,1343.28,Net Banking,Delivered,2024,1,January,1,Tuesday,False
ORD-000043,2024-01-02,CUST-1987,Home & Kitchen,Lamp,1193.45,2,0,2386.9,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000044,2024-01-02,CUST-0926,Electronics,Headphones,65568.57,2,0,131137.14,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000045,2024-01-02,CUST-1622,Clothing,Sweater,374.37,4,0,1497.48,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000046,2024-01-02,CUST-1460,Clothing,Jacket,2490.85,3,0,7472.55,Credit Card,Cancelled,2024,1,January,1,Tuesday,False
ORD-000047,2024-01-02,CUST-0609,Electronics,Bluetooth Speaker,25628.33,3,0,76884.99,Net Banking,Delivered,2024,1,January,1,Tuesday,False
ORD-000048,2024-01-02,CUST-0512,Clothing,Socks,4716.74,2,0,9433.48,Credit Card,Delivered,2024,1,January,1,Tuesday,False
ORD-000049,2024-01-02,CUST-0409,Clothing,Sweater,2365.19,2,5,4493.86,Cash on Delivery,Delivered,2024,1,January,1,Tuesday,False
ORD-000050,2024-01-02,CUST-0436,Home & Kitchen,Cookware Set,7350.17,2,0,14700.34,Wallet,Delivered,2024,1,January,1,Tuesday,False
ORD-000051,2024-01-02,CUST-1339,Electronics,Power Bank,69258.29,3,5,197386.13,Credit Card,Delivered,2024,1,January,1,Tuesday,False
ORD-000052,2024-01-02,CUST-0542,Electronics,Headphones,77675.69,3,0,233027.07,UPI,Returned,2024,1,January,1,Tuesday,False
ORD-000053,2024-01-02,CUST-0613,Sports,Gym Bag,3436.25,2,0,6872.5,Credit Card,Delivered,2024,1,January,1,Tuesday,False
ORD-000054,2024-01-02,CUST-1603,Clothing,Socks,1319.85,3,0,3959.55,Wallet,Delivered,2024,1,January,1,Tuesday,False
ORD-000055,2024-01-02,CUST-0900,Electronics,Tablet,13683.45,2,25,20525.18,UPI,Delivered,2024,1,January,1,Tuesday,False
ORD-000056,2024-01-02,CUST-1885,Books,Travel Guide,632.66,2,0,1265.32,Net Banking,Delivered,2024,1,January,1,Tuesday,False
ORD-000057,2024-01-02,CUST-1977,Sports,Dumbbell Set,4326.1,1,15,3677.19,Cash on Delivery,Returned,2024,1,January,1,Tuesday,False
ORD-000058,2024-01-02,CUST-1087,Electronics,Bluetooth Speaker,62912.41,3,5,179300.37,Wallet,Delivered,2024,1,January,1,Tuesday,False
ORD-000059,2024-01-02,CUST-1056,Home & Kitchen,Curtains,13780.32,2,0,27560.64,Cash on Delivery,Cancelled,2024,1,January,1,Tuesday,False
ORD-000060,2024-01-02,CUST-1623,Home & Kitchen,Storage Box,14411.77,2,15,24500.01,Credit Card,Delivered,2024,1,January,1,Tuesday,False
ORD-000061,2024-01-03,CUST-1235,Books,Cookbook,228.33,3,25,513.74,Credit Card,Delivered,2024,1,January,1,Wednesday,False
ORD-000062,2024-01-03,CUST-1487,Books,Self-Help,1308.04,3,15,3335.5,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000063,2024-01-03,CUST-0563,Home & Kitchen,Toaster,8907.51,2,15,15142.77,Credit Card,Delivered,2024,1,January,1,Wednesday,False
ORD-000064,2024-01-03,CUST-0575,Sports,Cycling Helmet,2281.57,2,25,3422.36,Credit Card,Delivered,2024,1,January,1,Wednesday,False
ORD-000065,2024-01-03,CUST-1104,Sports,Gym Bag,6026.13,2,10,10847.03,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000066,2024-01-03,CUST-1022,Electronics,Power Bank,33222.22,3,0,99666.66,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000067,2024-01-03,CUST-0343,Sports,Cycling Helmet,3091.92,3,0,9275.76,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000068,2024-01-03,CUST-1256,Clothing,Jeans,5179.66,3,0,15538.98,Wallet,Delivered,2024,1,January,1,Wednesday,False
ORD-000069,2024-01-03,CUST-1902,Home & Kitchen,Curtains,7699.49,4,0,30797.96,Net Banking,Delivered,2024,1,January,1,Wednesday,False
ORD-000070,2024-01-03,CUST-0613,Books,Travel Guide,727.89,2,0,1455.78,Credit Card,Delivered,2024,1,January,1,Wednesday,False
ORD-000071,2024-01-03,CUST-0129,Clothing,Shorts,3518.01,4,0,14072.04,UPI,Returned,2024,1,January,1,Wednesday,False
ORD-000072,2024-01-03,CUST-1043,Electronics,Tablet,26023.27,1,20,20818.62,Cash on Delivery,Delivered,2024,1,January,1,Wednesday,False
ORD-000073,2024-01-03,CUST-0357,Sports,Dumbbell Set,4171.48,3,0,12514.44,Net Banking,Delivered,2024,1,January,1,Wednesday,False
ORD-000074,2024-01-03,CUST-1443,Electronics,Smartphone,57523.41,2,0,115046.82,Credit Card,Cancelled,2024,1,January,1,Wednesday,False
ORD-000075,2024-01-03,CUST-0959,Clothing,Dress,4520.21,3,5,12882.6,Cash on Delivery,Cancelled,2024,1,January,1,Wednesday,False
ORD-000076,2024-01-03,CUST-1630,Home & Kitchen,Storage Box,468.13,1,0,468.13,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000077,2024-01-03,CUST-0081,Electronics,Headphones,88407.85,4,25,265223.55,Net Banking,Returned,2024,1,January,1,Wednesday,False
ORD-000078,2024-01-03,CUST-1639,Books,Biography,824.03,4,10,2966.51,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000079,2024-01-03,CUST-1905,Electronics,Headphones,46108.64,2,0,92217.28,Credit Card,Delivered,2024,1,January,1,Wednesday,False
ORD-000080,2024-01-03,CUST-0666,Sports,Yoga Mat,4603.85,5,25,17264.44,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000081,2024-01-03,CUST-0781,Sports,Cycling Helmet,905.5,2,25,1358.25,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000082,2024-01-03,CUST-1142,Home & Kitchen,Blender,13596.7,4,0,54386.8,Cash on Delivery,Delivered,2024,1,January,1,Wednesday,False
ORD-000083,2024-01-03,CUST-1878,Home & Kitchen,Lamp,14810.14,1,0,14810.14,Credit Card,Delivered,2024,1,January,1,Wednesday,False
ORD-000084,2024-01-03,CUST-1518,Clothing,Shorts,211.04,2,0,422.08,Credit Card,Delivered,2024,1,January,1,Wednesday,False
ORD-000085,2024-01-03,CUST-0791,Clothing,Dress,4953.49,1,25,3715.12,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000086,2024-01-03,CUST-0492,Clothing,Shoes,2077.18,2,0,4154.36,Cash on Delivery,Cancelled,2024,1,January,1,Wednesday,False
ORD-000087,2024-01-03,CUST-1899,Sports,Cycling Helmet,6686.26,2,0,13372.52,Wallet,Delivered,2024,1,January,1,Wednesday,False
ORD-000088,2024-01-03,CUST-0225,Home & Kitchen,Vacuum Cleaner,2472.8,3,15,6305.64,UPI,Delivered,2024,1,January,1,Wednesday,False
ORD-000089,2024-01-04,CUST-0987,Books,Travel Guide,634.25,2,0,1268.5,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000090,2024-01-04,CUST-0419,Clothing,Socks,656.86,2,0,1313.72,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000091,2024-01-04,CUST-0780,Clothing,Shoes,1170.27,4,0,4681.08,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000092,2024-01-04,CUST-0137,Electronics,USB Cable,94840.92,1,20,75872.74,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000093,2024-01-04,CUST-0226,Clothing,Jeans,1496.25,4,0,5985.0,UPI,Cancelled,2024,1,January,1,Thursday,False
ORD-000094,2024-01-04,CUST-1358,Sports,Running Shoes,814.21,1,0,814.21,Net Banking,Delivered,2024,1,January,1,Thursday,False
ORD-000095,2024-01-04,CUST-1253,Home & Kitchen,Curtains,10141.81,1,20,8113.45,Cash on Delivery,Delivered,2024,1,January,1,Thursday,False
ORD-000096,2024-01-04,CUST-0323,Books,Comic Book,1205.89,5,0,6029.45,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000097,2024-01-04,CUST-1132,Books,Travel Guide,651.32,2,0,1302.64,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000098,2024-01-04,CUST-0812,Electronics,Smartwatch,62988.45,2,0,125976.9,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000099,2024-01-04,CUST-0445,Electronics,Smartwatch,4688.51,2,0,9377.02,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000100,2024-01-04,CUST-1941,Clothing,Sweater,2139.16,3,10,5775.73,Cash on Delivery,Delivered,2024,1,January,1,Thursday,False
ORD-000101,2024-01-04,CUST-0007,Clothing,Jacket,2854.08,4,0,11416.32,Cash on Delivery,Delivered,2024,1,January,1,Thursday,False
ORD-000102,2024-01-04,CUST-0128,Electronics,Headphones,36615.81,2,0,73231.62,Net Banking,Delivered,2024,1,January,1,Thursday,False
ORD-000103,2024-01-04,CUST-1377,Electronics,Power Bank,50000.19,2,10,90000.34,Credit Card,Delivered,2024,1,January,1,Thursday,False
ORD-000104,2024-01-04,CUST-0267,Sports,Skipping Rope,2262.72,2,0,4525.44,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000105,2024-01-04,CUST-0685,Home & Kitchen,Storage Box,9793.7,2,25,14690.55,Cash on Delivery,Delivered,2024,1,January,1,Thursday,False
ORD-000106,2024-01-04,CUST-0928,Clothing,Jeans,1581.88,2,0,3163.76,Cash on Delivery,Delivered,2024,1,January,1,Thursday,False
ORD-000107,2024-01-04,CUST-0214,Clothing,Shoes,1932.91,3,0,5798.73,Cash on Delivery,Delivered,2024,1,January,1,Thursday,False
ORD-000108,2024-01-04,CUST-0247,Clothing,Dress,3578.72,2,0,7157.44,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000109,2024-01-04,CUST-1642,Home & Kitchen,Storage Box,1192.09,3,0,3576.27,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000110,2024-01-04,CUST-1619,Electronics,Power Bank,68896.68,2,0,137793.36,Cash on Delivery,Delivered,2024,1,January,1,Thursday,False
ORD-000111,2024-01-04,CUST-1828,Sports,Cricket Bat,6424.55,1,20,5139.64,UPI,Delivered,2024,1,January,1,Thursday,False
ORD-000112,2024-01-04,CUST-1398,Electronics,Smartwatch,41550.61,3,0,124651.83,Wallet,Delivered,2024,1,January,1,Thursday,False
ORD-000113,2024-01-04,CUST-0421,Books,Children Book,1079.31,4,0,4317.24,UPI,Cancelled,2024,1,January,1,Thursday,False
ORD-000114,2024-01-04,CUST-1739,Home & Kitchen,Cookware Set,15236.53,3,0,45709.59,Net Banking,Delivered,2024,1,January,1,Thursday,False
ORD-000115,2024-01-04,CUST-1065,Clothing,Jeans,2892.59,2,0,5785.18,Net Banking,Delivered,2024,1,January,1,Thursday,False
ORD-000116,2024-01-04,CUST-0717,Sports,Cricket Bat,1657.75,2,5,3149.72,Credit Card,Delivered,2024,1,January,1,Thursday,False
ORD-000117,2024-01-04,CUST-1372,Electronics,USB Cable,32095.45,2,20,51352.72,Credit Card,Delivered,2024,1,January,1,Thursday,False
ORD-000118,2024-01-05,CUST-1585,Electronics,Tablet,11091.81,2,10,19965.26,Cash on Delivery,Delivered,2024,1,January,1,Friday,False
ORD-000119,2024-01-05,CUST-0143,Clothing,Jeans,3709.27,4,15,12611.52,Cash on Delivery,Delivered,2024,1,January,1,Friday,False
ORD-000120,2024-01-05,CUST-0141,Books,Biography,236.46,2,0,472.92,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000121,2024-01-05,CUST-0565,Electronics,Power Bank,38424.65,3,20,92219.16,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000122,2024-01-05,CUST-0107,Electronics,Tablet,86366.88,2,0,172733.76,Credit Card,Delivered,2024,1,January,1,Friday,False
ORD-000123,2024-01-05,CUST-0033,Clothing,Sweater,3071.73,2,0,6143.46,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000124,2024-01-05,CUST-1224,Home & Kitchen,Toaster,3561.58,5,0,17807.9,Cash on Delivery,Delivered,2024,1,January,1,Friday,False
ORD-000125,2024-01-05,CUST-0119,Clothing,T-Shirt,5554.78,4,0,22219.12,Net Banking,Delivered,2024,1,January,1,Friday,False
ORD-000126,2024-01-05,CUST-1824,Clothing,Shorts,1202.79,2,0,2405.58,Cash on Delivery,Delivered,2024,1,January,1,Friday,False
ORD-000127,2024-01-05,CUST-0229,Clothing,Sweater,3112.19,2,0,6224.38,Credit Card,Cancelled,2024,1,January,1,Friday,False
ORD-000128,2024-01-05,CUST-1654,Electronics,Smartphone,44489.07,3,5,126793.85,Net Banking,Delivered,2024,1,January,1,Friday,False
ORD-000129,2024-01-05,CUST-0688,Books,Technical Guide,434.01,4,0,1736.04,Credit Card,Delivered,2024,1,January,1,Friday,False
ORD-000130,2024-01-05,CUST-1988,Clothing,Jacket,457.25,2,0,914.5,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000131,2024-01-05,CUST-1209,Books,Travel Guide,1083.05,4,0,4332.2,Credit Card,Delivered,2024,1,January,1,Friday,False
ORD-000132,2024-01-05,CUST-0830,Home & Kitchen,Storage Box,13045.5,2,0,26091.0,Credit Card,Delivered,2024,1,January,1,Friday,False
ORD-000133,2024-01-05,CUST-1011,Electronics,Smartwatch,20397.76,1,0,20397.76,Credit Card,Delivered,2024,1,January,1,Friday,False
ORD-000134,2024-01-05,CUST-0850,Clothing,Sweater,2532.29,6,5,14434.05,Credit Card,Delivered,2024,1,January,1,Friday,False
ORD-000135,2024-01-05,CUST-1239,Sports,Dumbbell Set,2540.41,5,0,12702.05,Wallet,Delivered,2024,1,January,1,Friday,False
ORD-000136,2024-01-05,CUST-0733,Clothing,Jacket,1949.31,3,0,5847.93,Net Banking,Delivered,2024,1,January,1,Friday,False
ORD-000137,2024-01-05,CUST-1154,Clothing,Shoes,5367.49,4,25,16102.47,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000138,2024-01-05,CUST-0845,Home & Kitchen,Curtains,10159.93,3,0,30479.79,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000139,2024-01-05,CUST-0272,Electronics,Power Bank,75368.77,2,15,128126.91,Credit Card,Delivered,2024,1,January,1,Friday,False
ORD-000140,2024-01-05,CUST-1782,Home & Kitchen,Toaster,6518.25,2,0,13036.5,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000141,2024-01-05,CUST-0635,Home & Kitchen,Toaster,4524.12,2,0,9048.24,Cash on Delivery,Delivered,2024,1,January,1,Friday,False
ORD-000142,2024-01-05,CUST-1032,Clothing,Shoes,865.33,3,0,2595.99,Credit Card,Returned,2024,1,January,1,Friday,False
ORD-000143,2024-01-05,CUST-0403,Clothing,Sweater,1521.3,2,0,3042.6,Wallet,Delivered,2024,1,January,1,Friday,False
ORD-000144,2024-01-05,CUST-0928,Sports,Dumbbell Set,2067.94,2,15,3515.5,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000145,2024-01-05,CUST-1603,Electronics,Smartwatch,623.01,2,0,1246.02,UPI,Delivered,2024,1,January,1,Friday,False
ORD-000146,2024-01-05,CUST-0627,Clothing,Jacket,1297.11,2,0,2594.22,Credit Card,Delivered,2024,1,January,1,Friday,False
ORD-000147,2024-01-06,CUST-1393,Books,Biography,1295.14,1,0,1295.14,Wallet,Delivered,2024,1,January,1,Saturday,True
ORD-000148,2024-01-06,CUST-1824,Electronics,Headphones,41804.12,2,0,83608.24,UPI,Delivered,2024,1,January,1,Saturday,True
ORD-000149,2024-01-06,CUST-0617,Sports,Dumbbell Set,3126.79,2,0,6253.58,Cash on Delivery,Delivered,2024,1,January,1,Saturday,True
ORD-000150,2024-01-06,CUST-0981,Clothing,Jeans,320.8,3,0,962.4,Credit Card,Delivered,2024,1,January,1,Saturday,True
ORD-000151,2024-01-06,CUST-0537,Clothing,T-Shirt,875.6,4,0,3502.4,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000152,2024-01-06,CUST-1077,Clothing,Socks,3830.25,2,0,7660.5,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000153,2024-01-06,CUST-0247,Sports,Cricket Bat,6420.18,3,15,16371.46,UPI,Delivered,2024,1,January,1,Saturday,True
ORD-000154,2024-01-06,CUST-0337,Sports,Skipping Rope,5303.97,4,0,21215.88,UPI,Delivered,2024,1,January,1,Saturday,True
ORD-000155,2024-01-06,CUST-1305,Clothing,T-Shirt,1312.25,5,0,6561.25,UPI,Returned,2024,1,January,1,Saturday,True
ORD-000156,2024-01-06,CUST-0033,Clothing,Sweater,4082.69,5,0,20413.45,Cash on Delivery,Cancelled,2024,1,January,1,Saturday,True
ORD-000157,2024-01-06,CUST-0799,Clothing,Shorts,1792.99,4,0,7171.96,UPI,Delivered,2024,1,January,1,Saturday,True
ORD-000158,2024-01-06,CUST-0548,Clothing,Sweater,5074.95,3,0,15224.85,Wallet,Delivered,2024,1,January,1,Saturday,True
ORD-000159,2024-01-06,CUST-1367,Electronics,USB Cable,1956.66,3,25,4402.49,UPI,Delivered,2024,1,January,1,Saturday,True
ORD-000160,2024-01-06,CUST-0891,Books,Technical Guide,1317.08,1,0,1317.08,UPI,Delivered,2024,1,January,1,Saturday,True
ORD-000161,2024-01-06,CUST-1263,Sports,Cycling Helmet,4416.2,2,0,8832.4,Credit Card,Delivered,2024,1,January,1,Saturday,True
ORD-000162,2024-01-06,CUST-1516,Books,Travel Guide,690.38,6,0,4142.28,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000163,2024-01-06,CUST-0729,Clothing,Shoes,1424.65,1,0,1424.65,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000164,2024-01-06,CUST-1201,Books,Fiction Novel,944.82,1,15,803.1,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000165,2024-01-06,CUST-0044,Sports,Cricket Bat,3774.38,2,0,7548.76,Credit Card,Cancelled,2024,1,January,1,Saturday,True
ORD-000166,2024-01-06,CUST-0304,Clothing,Dress,1325.53,3,0,3976.59,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000167,2024-01-06,CUST-1694,Sports,Gym Bag,5073.7,2,5,9640.03,Cash on Delivery,Delivered,2024,1,January,1,Saturday,True
ORD-000168,2024-01-06,CUST-0269,Electronics,Tablet,64634.66,1,0,64634.66,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000169,2024-01-06,CUST-0683,Electronics,Smartwatch,3451.03,1,5,3278.48,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000170,2024-01-06,CUST-1757,Electronics,Smartphone,92477.7,2,10,166459.86,Wallet,Delivered,2024,1,January,1,Saturday,True
ORD-000171,2024-01-06,CUST-0400,Electronics,Smartphone,34980.83,2,0,69961.66,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000172,2024-01-06,CUST-1766,Clothing,Shoes,3815.74,2,0,7631.48,UPI,Delivered,2024,1,January,1,Saturday,True
ORD-000173,2024-01-06,CUST-0603,Sports,Cricket Bat,5113.25,5,0,25566.25,Net Banking,Delivered,2024,1,January,1,Saturday,True
ORD-000174,2024-01-06,CUST-0922,Home & Kitchen,Bedsheet,10276.51,4,0,41106.04,Wallet,Delivered,2024,1,January,1,Saturday,True
ORD-000175,2024-01-07,CUST-0971,Home & Kitchen,Storage Box,5232.78,2,0,10465.56,UPI,Delivered,2024,1,January,1,Sunday,True
ORD-000176,2024-01-07,CUST-0431,Clothing,Shoes,3008.58,2,20,4813.73,Credit Card,Delivered,2024,1,January,1,Sunday,True
ORD-000177,2024-01-07,CUST-0421,Clothing,Dress,199.27,4,0,797.08,Credit Card,Delivered,2024,1,January,1,Sunday,True
ORD-000178,2024-01-07,CUST-0131,Clothing,Sweater,5485.54,2,0,10971.08,UPI,Delivered,2024,1,January,1,Sunday,True
ORD-000179,2024-01-07,CUST-1434,Clothing,Shoes,2063.37,3,0,6190.11,Net Banking,Delivered,2024,1,January,1,Sunday,True
ORD-000180,2024-01-07,CUST-1762,Books,Comic Book,574.47,3,0,1723.41,Net Banking,Delivered,2024,1,January,1,Sunday,True
ORD-000181,2024-01-07,CUST-1249,Home & Kitchen,Storage Box,4304.72,4,0,17218.88,Cash on Delivery,Delivered,2024,1,January,1,Sunday,True
ORD-000182,2024-01-07,CUST-1167,Clothing,Jeans,1770.05,2,0,3540.1,Cash on Delivery,Delivered,2024,1,January,1,Sunday,True
ORD-000183,2024-01-07,CUST-0578,Books,Children Book,728.45,2,15,1238.36,Credit Card,Delivered,2024,1,January,1,Sunday,True
ORD-000184,2024-01-07,CUST-0540,Clothing,Jeans,408.87,2,0,817.74,Credit Card,Returned,2024,1,January,1,Sunday,True
ORD-000185,2024-01-07,CUST-0125,Clothing,Sweater,1119.23,4,0,4476.92,UPI,Delivered,2024,1,January,1,Sunday,True
ORD-000186,2024-01-07,CUST-1236,Sports,Dumbbell Set,8616.75,1,10,7755.08,Credit Card,Delivered,2024,1,January,1,Sunday,True
ORD-000187,2024-01-07,CUST-0934,Sports,Cycling Helmet,3979.22,5,0,19896.1,Credit Card,Cancelled,2024,1,January,1,Sunday,True
ORD-000188,2024-01-07,CUST-1452,Electronics,Laptop,56201.14,3,0,168603.42,Credit Card,Delivered,2024,1,January,1,Sunday,True
ORD-000189,2024-01-07,CUST-1461,Clothing,Jacket,262.44,1,0,262.44,UPI,Delivered,2024,1,January,1,Sunday,True
ORD-000190,2024-01-07,CUST-0592,Clothing,T-Shirt,1295.69,3,0,3887.07,UPI,Delivered,2024,1,January,1,Sunday,True
